AL, 09, 2012082106,   , BEST,   0, 149N,  501W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1013,  250,  35,   0,   0,   L,   0,    ,   0,   0,       NINE, M, 
AL, 09, 2012082112,   , BEST,   0, 150N,  516W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1013,  250,  35,  40,   0,   L,   0,    ,   0,   0,       NINE, M, 
AL, 09, 2012082118,   , BEST,   0, 152N,  531W,  35, 1005, TS,  34, NEQ,   40,    0,    0,    0, 1011,  250,  25,  45,   0,   L,   0,    ,   0,   0,      ISAAC, M, 12, NEQ,   40,    0,    0,    0
