AL, 08, 2020072300,   , BEST,   0, 257N,  883W,  25, 1009, TD,   0,    ,    0,    0,    0,    0, 1012,  120,  40,   0,   0,   L,   0,    ,   0,   0,      EIGHT, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, TRANSITIONED, alC12020 to al082020, 
AL, 08, 2020072306,   , BEST,   0, 258N,  890W,  25, 1009, TD,   0,    ,    0,    0,    0,    0, 1012,  120,  40,  35,   0,   L,   0,    ,   0,   0,      EIGHT, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 08, 2020072312,   , BEST,   0, 259N,  896W,  30, 1009, TD,   0,    ,    0,    0,    0,    0, 1011,  120,  40,  40,   0,   L,   0,    ,   0,   0,      EIGHT, M,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 08, 2020072318,   , BEST,   0, 260N,  903W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1012,  130,  70,  40,   0,   L,   0,    ,   0,   0,      EIGHT, M,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 08, 2020072400,   , BEST,   0, 262N,  911W,  35, 1002, TS,  34, NEQ,   30,    0,    0,    0, 1010,  150,  40,  40,   0,   L,   0,    ,   0,   0,      EIGHT, M,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 08, 2020072406,   , BEST,   0, 266N,  920W,  35, 1002, TS,  34, NEQ,   40,   40,    0,    0, 1010,  150,  30,  45,   0,   L,   0,    ,   0,   0,      HANNA, D,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 08, 2020072412,   , BEST,   0, 271N,  928W,  40, 1001, TS,  34, NEQ,   40,   50,    0,    0, 1010,  150,  30,  50,   0,   L,   0,    ,   0,   0,      HANNA, D, 12, NEQ,   45,   45,    0,    0, genesis-num, 018, 
AL, 08, 2020072418,   , BEST,   0, 272N,  937W,  45,  999, TS,  34, NEQ,   50,   50,    0,    0, 1010,  150,  30,  55,   0,   L,   0,    ,   0,   0,      HANNA, D, 12, NEQ,   45,   45,    0,    0, genesis-num, 018, 
AL, 08, 2020072500,   , BEST,   0, 271N,  945W,  50,  996, TS,  34, NEQ,   60,   60,   20,   40, 1008,  150,  25,  60,   0,   L,   0,    ,   0,   0,      HANNA, D,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 08, 2020072500,   , BEST,   0, 271N,  945W,  50,  996, TS,  50, NEQ,   20,    0,    0,    0, 1008,  150,  25,  60,   0,   L,   0,    ,   0,   0,      HANNA, D,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
AL, 08, 2020072506,   , BEST,   0, 271N,  953W,  60,  988, TS,  34, NEQ,   80,   70,   20,   70, 1008,  140,  25,  75,   0,   L,   0,    ,   0,   0,      HANNA, D, 12, NEQ,   75,   45,   15,   60, genesis-num, 018, 
