lon,lat,alt
-96.831335210883651,28.11389104302744,126.172088889405131
-96.828354142279949,28.11446594866959,126.168483866378665
-96.817879076424163,28.121667155094819,126.17635431792587
-96.811725004779362,28.128082742605017,126.189636556431651
-96.812248891011137,28.138426140799393,126.231651959940791
-96.818141417480874,28.160094864985759,126.329089543782175
-96.821620762640592,28.165540233503567,126.357508947141469
-96.82416474477138,28.169521706894908,126.37828590720892
-96.819961027018948,28.174325692843791,126.389006039127707
-96.817748806475365,28.176853806549488,126.394646987318993
-96.793263313811437,28.190732530397216,126.401277226395905
-96.734340626113465,28.192958884263525,126.293978358618915
-96.705141238791413,28.200291196235856,126.265490419231355
-96.69872526582725,28.205004709894567,126.271507883444428
-96.703962942811501,28.213253198196949,126.314444958232343
-96.704617701301842,28.218490359825878,126.336445148102939
-96.688119365769779,28.22045445691602,126.311741460114717
-96.663764752807509,28.229357874010486,126.299030938185751
-96.661931621103037,28.230929042388173,126.301637336611748
-96.664419516742925,28.235249682428115,126.323612479493022
-96.653158953621585,28.253318016640097,126.372878818772733
-96.609294578976503,28.279111489686649,126.38855854421854
-96.609425552067705,28.282122859105101,126.400707977823913
-96.612829996796421,28.283432119996192,126.412566252984107
-96.61178250057155,28.285134207300178,126.41722924541682
-96.594236794928193,28.299012871283047,126.437557977624238
-96.582321373007645,28.304250158544882,126.434833043254912
-96.554562228976593,28.304381342011556,126.380860201083124
-96.548277177148861,28.307654635492099,126.381446499377489
-96.543432545348878,28.317998087601847,126.412761768326163
-96.530207751767179,28.324544675898448,126.412649094127119
-96.47757022068275,28.332793715080431,126.341988358646631
-96.452298995595456,28.339078558182063,126.317265868186951
-96.435407908768738,28.346803543811021,126.31465533003211
-96.420219067617751,28.356885242691252,126.324678597971797
-96.416552857851784,28.364871952531097,126.348996604792774
-96.418517003062036,28.369192598458376,126.369877097196877
-96.414196029716734,28.371549366551552,126.370710187591612
-96.404506542585622,28.373513396774467,126.359488066285849
-96.402542394170212,28.368930893111404,126.337577026337385
-96.399145693991628,28.345552803972129,126.238720160908997
-96.414999791917779,28.329383605974233,126.205950865522027
-96.440399162913479,28.321092852840312,126.222973013296723
-96.549075591713461,28.272840664868632,126.24552958086133
-96.622836457240666,28.231744390369521,126.227985003963113
-96.695969230436887,28.184166508284743,126.183620505966246
-96.759444852164776,28.138921583546569,126.129480511881411
-96.85092866472985,28.066990979202487,126.024748652242124
-96.854760114603394,28.063397541962079,126.018054083921015
-96.930358223229803,27.992495649885086,125.885849052108824
-96.968301437676416,27.952588663393374,125.802216325886548
-97.002746597934546,27.913501663549784,125.714829157106578
-97.032965652541819,27.872036847633513,125.609482867643237
-97.04310463335905,27.854988767923441,125.561598234809935
-97.046714308799238,27.839516146973452,125.507017562165856
-97.04728549509106,27.837067797013368,125.498378552496433
-97.086700714555562,27.795310915869457,125.409884258173406
-97.11758279186148,27.754667051339911,125.30877689179033
-97.167987803452334,27.678655120482816,125.104734047316015
